2017 International Subject Based Fees Fees, EFTSL values and Census Dates
MUSI20057 1 Music Performance 3 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20057 1 Music Performance 3 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20058 1 Music Performance 3D Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20058 1 Music Performance 3D Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20059 1 Music Performance 4 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20059 1 Music Performance 4 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20060 1 Music Performance 4D Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20060 1 Music Performance 4D Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20061 1 Music Language 2: Chromaticism & Beyond Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20061 1 Music Language 2: Chromaticism & Beyond Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $3,348.00
MUSI20069 1 Baroque Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20070 2 Baroque Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20071 1 Big Band 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20072 1 Big Band 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20073 1 Brass Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20074 3 Brass Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20080 1 Early Voices 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20081 1 Early Voices 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20082 2 Conservatorium Choir 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20083 2 Conservatorium Choir 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20087 1 Gamelan 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20088 1 Gamelan 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20089 2 Guitar Ensemble 3 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20090 2 Guitar Ensemble 4 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20091 3 String Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20092 5 String Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20093 2 Orchestral Ensembles 3 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20094 2 Orchestral Ensembles 4 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20099 1 Piano Duo and Duet 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20104 1 Shakuhachi 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20104 1 Shakuhachi 1 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20105 1 Shakuhachi 2 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20105 1 Shakuhachi 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20108 3 MCM Chinese Music Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20108 3 MCM Chinese Music Ensemble 1 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20112 1 Vocal Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20113 1 Vocal Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20122 1 Composition Studies Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20123 2 University Orchestral Ensembles 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20124 2 University Orchestral Ensembles 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20125 1 Musics of the World Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20132 3 Melbourne Big Band 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20134 3 Melbourne Big Band 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20135 2 Chinese Music Ensemble Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20135 2 Chinese Music Ensemble Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20138 3 Gamelan in Modern Indonesia Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20138 3 Gamelan in Modern Indonesia Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20140 3 Early Voices Ensemble 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20141 3 Early Voices Ensemble 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20143 3 World Music Choir 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20143 3 World Music Choir 1 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20143 3 World Music Choir 1 Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $3,348.00
MUSI20149 3 Music Psychology Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20150 1 Music and Health Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20156 1 Practical Anatomy for Classical Voice Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20156 1 Practical Anatomy for Classical Voice Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20160 2 Aural Studies 2 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20163 3 Samba Band Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20163 3 Samba Band Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20164 3 Free Play New Music Improvisation Ensem Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20164 3 Free Play New Music Improvisation Ensem Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20167 3 Creating Music For Advertising Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20168 2 Glee Singing Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20168 2 Glee Singing Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20169 2 Intimate Acts: Inside The 'Fourth Wall' Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20173 3 The Art of Game Music Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20174 3 The Laptop Recording Studio Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20174 3 The Laptop Recording Studio Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20175 3 Individual Performance Studies 3 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20175 3 Individual Performance Studies 3 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20176 3 Ensemble Studies 3 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20176 3 Ensemble Studies 3 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20177 2 Contextual Studies 3 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20177 2 Contextual Studies 3 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20178 3 Individual Performance Studies 4 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20178 3 Individual Performance Studies 4 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20179 3 Ensemble Studies 4 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20179 3 Ensemble Studies 4 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20180 2 Contextual Studies 4 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20180 2 Contextual Studies 4 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20181 2 Interactive Composition 3 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20182 2 Music Making Laboratory 3 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20183 2 Interactive Composition 4 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20184 2 Music Making Laboratory 4 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20186 1 Music Theatre: Singing Sondheim Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20187 1 Music Theatre: Singing the Golden Age Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20190 3 Advanced Recording Studio Techniques Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20192 3 R&B, Soul & Gospel Choir Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20192 3 R&B, Soul & Gospel Choir Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20194 1 Alexander Technique for Performance Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI20196 1 Riffs: Guitar Cultures & Practice 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20198 1 Music History 2: C19th Music and Ideas Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20199 1 Practical Music 3 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20199 1 Practical Music 3 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20200 1 Practical Music 4 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20200 1 Practical Music 4 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20201 1 Performance 3 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20201 1 Performance 3 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20202 1 Performance 4 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20202 1 Performance 4 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20203 1 Peak Performance Under Pressure Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20205 2 French Music Louis XIV to the Revolution Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20206 1 The Business of Music Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20207 1 Aural Studies 1 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20208 1 Electronic Dance Music Technique Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20209 1 Chinese Music Ensemble 2 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20209 1 Chinese Music Ensemble 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20210 1 Saxophone Ensemble Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20210 1 Saxophone Ensemble Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20211 1 Percussion Ensemble Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30008 1 Performance Study 6 Semester 1 Semester 1 Parkville 0.1875 31‐Mar‐17 $5,022.00
MUSI30008 1 Performance Study 6 Semester 2 Semester 2 Parkville 0.1875 31‐Aug‐17 $5,022.00
MUSI30009 2 Performance Study 5 Semester 1 Semester 1 Parkville 0.1875 31‐Mar‐17 $5,022.00
MUSI30009 2 Performance Study 5 Semester 2 Semester 2 Parkville 0.1875 31‐Aug‐17 $5,022.00
MUSI30011 2 Music in the Culture of the Renaissance Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI30019 2 Chamber Music 3 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30019 2 Chamber Music 3 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30020 2 Chamber Music 4 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30020 2 Chamber Music 4 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30025 1 Orchestration Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI30030 2 The Music Of Spain Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI30031 1 Electro‐Acoustic Music Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI30032 1 Music Research Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI30046 1 Music Language 3: Modern Directions Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI30046 1 Music Language 3: Modern Directions Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $3,348.00
MUSI30047 1 Music Analysis Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI30050 2 Minor Music Performance 3 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30050 2 Minor Music Performance 3 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30051 2 Minor Music Performance 4 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30051 2 Minor Music Performance 4 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30053 1 The Ethnography of Music Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI30116 2 Historical Performance Practice Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI30139 1 Shakuhachi Ensemble 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI30139 1 Shakuhachi Ensemble 1 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI30159 1 Acting for Singers 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30160 1 Acting for Singers 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30163 1 Baroque Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30164 1 Baroque Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30165 2 Big Band 3 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30166 2 Big Band 4 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30167 1 Brass Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30168 1 Brass Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30172 1 Early Voices 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30173 1 Early Voices 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30174 2 Conservatorium Choir 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30175 2 Conservatorium Choir 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30181 2 Guitar Ensemble 5 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30182 2 Guitar Ensemble 6 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30183 3 String Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30184 4 String Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30185 2 Orchestral Ensembles 5 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30186 2 Orchestral Ensembles 6 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30193 1 Piano Duo and Duet 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30206 1 Vocal Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30207 1 Vocal Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30213 1 Composition 3 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI30213 1 Composition 3 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI30214 1 Composition 4 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI30214 1 Composition 4 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI30215 1 Music Performance 5D Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30215 1 Music Performance 5D Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30216 1 Music Performance 6D Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30216 1 Music Performance 6D Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI30217 1 Music Performance 5 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI30217 1 Music Performance 5 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI30218 1 Music Performance 6 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI30218 1 Music Performance 6 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI30223 1 Contextual Studies 5 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI30223 1 Contextual Studies 5 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI30224 1 Contextual Studies 6 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI30224 1 Contextual Studies 6 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI30225 2 Ensemble Studies 5 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI30225 2 Ensemble Studies 5 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI30226 2 Ensemble Studies 6 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI30226 2 Ensemble Studies 6 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI30227 2 Individual Performance Studies 5 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI30227 2 Individual Performance Studies 5 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI30228 2 Individual Performance Studies 6 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI30228 2 Individual Performance Studies 6 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI30229 1 Interactive Composition 5 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI30230 1 Interactive Composition 6 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI30231 1 Music Making Laboratory 5 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI30232 1 Music Making Laboratory 6 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI30236 2 The Music Producer: From Brass to Beats Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI30237 1 Music Theatre: Singing Rock Musicals Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI30238 2 Advanced Harmonic and Rhythmic Studies Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI30244 2 University of Melbourne Chamber Choir 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI30246 2 Music as Noise: Making Sound Art Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
